HolderAddress,Balance_2021-04-14_23-1,Balance_2021-04-16_20-21,Balance_2021-04-18_11-56,Balance_2021-04-19_17-55,Balance_2021-04-20_17-21,Balance_2021-04-21_17-18,Balance_2021-04-22_16-56,Balance_2021-04-23_21-58,Balance_2021-04-24_8-41,Balance_2021-04-25_17-55,Balance_2021-04-26_20-28,Balance_2021-04-27_19-12,Balance_2021-04-28_20-17,Balance_2021-04-30_13-19,Balance_2021-05-01_9-2,Balance_2021-05-04_20-22,Balance_2021-05-05_18-12,Balance_2021-05-09_9-32
0x454fb6da3dde53984e38d16aaec891f6e7d26097,12000.03578725,12000.03578725,12000.03578725,12000.03578725,12000.03578725,12000.03578725,12000.03578725,12000.03578725,12000.03578725,12000.03578725,12000.03578725,12000.03578725,12000.03578725,15519.70803462,17121.60998561,17121.60998561,17121.60998561,17121.60998561
0xfb7add4165ab46e2861d7a1d28a37b71d3d5a8fc,11991.0,11991.0,11991.0,11991.0,11991.0,11991.0,11991.0,11991.0,11991.0,11991.0,11991.0,11991.0,11991.0,11991.0,11991.0,11991.0,11991.0,11991.0
0xf65b0ddf04ff797f9c5e4e5b2912f70b1aac19cc,11957.0,11957.0,11957.0,11957.0,11957.0,11957.0,11957.0,11957.0,11957.0,11957.0,11957.0,11957.0,11957.0,11957.0,11957.0,11957.0,11957.0,11957.0
0xc4a8a74020fbe4c87d700bd64d9fd6fafbcc56a6,11904.0,11904.0,11904.0,11904.0,11904.0,11904.0,11904.0,11904.0,11904.0,11904.0,11904.0,11904.0,11904.0,11904.0,11904.0,11904.0,11904.0,11904.0
0x8884f3b6d85e3020013452c8000dc135f2dc345b,11531.16267589,11531.16267589,11531.16267589,11531.16267589,11531.16267589,11531.16267589,11531.16267589,11531.16267589,11531.16267589,11531.16267589,11531.16267589,11531.16267589,11531.16267589,11531.16267589,11531.16267589,18295.24315362,18295.24315362,18295.24315362
0xa425e0b0c800dd6000c1bf3af16c2878fe54e55a,11358.0,11358.0,11358.0,11358.0,11358.0,11358.0,11358.0,11358.0,11358.0,11358.0,11358.0,11358.0,11358.0,11358.0,11358.0,11358.0,11358.0,11358.0
0xdba9184305207f843d7fe57a49a9079981ba4298,11280.05322414,0.0,28661.97118529,32262.33062164,32262.33062164,32262.33062164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3092.97478603,5388.56703076,6292.55913307,0.0
0x7ca7d627e8f8edf629c903dde4ff2ee0a7e7f626,11248.4402467,11248.4402467,11248.4402467,11248.4402467,11248.4402467,11248.4402467,11248.4402467,11248.4402467,11248.4402467,11248.4402467,11248.4402467,11248.4402467,11248.4402467,11248.4402467,11248.4402467,18468.4402467,18468.4402467,18468.4402467
0x0aa350fb487f75d4f5d6ed920a5ae0923ded06e1,11193.1371624,13093.1371624,13093.1371624,13093.1371624,13093.1371624,13093.1371624,13093.1371624,13093.1371624,13093.1371624,13093.1371624,13093.1371624,13093.1371624,13093.1371624,13093.1371624,13093.1371624,13093.1371624,13093.1371624,13093.1371624
0xe4a089e5e4e9bf8d63ea853391a42e1759e54a2b,11189.0,11189.0,11189.0,11189.0,11189.0,11189.0,11189.0,11189.0,11189.0,11189.0,11189.0,11189.0,11189.0,11189.0,11189.0,11189.0,11189.0,11189.0
0x99f229481bbb6245ba2763f224f733a7cd784f0c,11000.0,11000.0,61339.06414344,61339.06414344,61339.06414344,61339.06414344,61339.06414344,61339.06414344,61339.06414344,61339.06414344,61339.06414344,61339.06414344,61339.06414344,61339.06414344,61339.06414344,61339.06414344,61339.06414344,61339.06414344
0xdbdc6ecefe5f851ea1cc2dba6ed06c0cc2ce21f2,10901.67476017,10901.67476017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xd2d573fc580c8d695045fb69c619412b384fcef5,10603.61043939,21654.88120745,21654.88120745,21654.88120745,21654.88120745,21654.88120745,21654.88120745,21654.88120745,21654.88120745,21654.88120745,21654.88120745,21654.88120745,21654.88120745,21654.88120745,21654.88120745,21654.88120745,21654.88120745,21654.88120745
0xe1baf505eb3c1a190f5e0917bbadbbb4158a9220,10551.40195092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x6c31c55cc2f6e2a91525fef359b4ffc25e1d8cb7,10317.0,10317.0,10317.0,10317.0,10317.0,10317.0,10317.0,10317.0,10317.0,10317.0,10317.0,10317.0,10317.0,10317.0,10317.0,10317.0,8317.0,8317.0
0x97b08415f8c66dcfecc3ddd1f204c739e3e2c8b4,10241.0,10241.0,10241.0,10241.0,10241.0,10241.0,10241.0,10241.0,10241.0,10241.0,10241.0,10241.0,10241.0,10241.0,10241.0,10241.0,10241.0,10241.0
0x764e8868f54e0e4fcd19e9ac44506f2d910c9846,10172.09541147,10172.09541147,10172.09541147,10172.09541147,10172.09541147,10172.09541147,10172.09541147,10172.09541147,10172.09541147,10172.09541147,10172.09541147,10172.09541147,10172.09541147,10172.09541147,10172.09541147,10172.09541147,10172.09541147,10172.09541147
0xb1ffd18a84a209a1396fe61b451c0c96b6ef60ba,10068.0,10068.0,10068.0,10068.0,10068.0,10068.0,10068.0,10068.0,10068.0,10068.0,10068.0,10068.0,10068.0,10068.0,10068.0,10068.0,10068.0,10068.0
0x42ce576efaa027f4dad44f1af52bce43e04555bc,10000.33083047,10000.33083047,10000.33083047,10000.33083047,10000.33083047,10000.33083047,10000.33083047,0.0,0.0,0.0,11503.65161264,11503.65161264,11503.65161264,11503.65161264,11503.65161264,11503.65161264,3003.65161264,3003.65161264
0xe0ba1356f184df2ec47d79cd69d144d985eaf625,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
0x9b8b1654d5f21dbcc5114e1ddd479d2d3d3fdccf,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x141fef8cd8397a390afe94846c8bd6f4ab981c48,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
0xe4275e185074afa0b760a6b0787ef42f4b030813,9908.04854503,12237.39350013,12644.53606071,12205.07238446,12335.6184527,12307.29531455,13022.86758205,13735.21793066,13735.21793066,13708.43615909,13708.43615909,13625.79102286,12964.96154675,12908.58757517,13618.95724947,15808.28047355,16396.55973709,16251.018297
0x0e30d605892db45e830da27e182faba7b0af2117,9852.19999911,14314.09013459,0.0,0.0,12316.54147786,12316.54147786,12316.54147786,12316.54147786,12316.54147786,11794.28762384,11794.28762384,11794.28762384,11794.28762384,11794.28762384,11794.28762384,11981.74334005,11824.85193579,11824.85193579
0x34b3fdd39ed8e1009b502e2a6d1d0cf643b403fb,9843.51949224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xf450e4bf07e41a63056a18e9a60716270510e386,9682.94810349,9682.94810349,9682.94810349,9682.94810349,9682.94810349,9682.94810349,9682.94810349,9682.94810349,9682.94810349,9682.94810349,9682.94810349,9682.94810349,9682.94810349,9682.94810349,9682.94810349,9682.94810349,9682.94810349,9682.94810349
